Time,num_affected
272.25,664252
272.5,664252
272.75,664252
273,664252
273.25,664252
273.5,664252
273.75,664252
274,664252
274.25,664252
274.5,664252
274.75,664252
275,664252
275.25,664252
275.5,664252
275.75,664252
276,664252
276.25,664252
276.5,664252
276.75,664252
277,664252
277.25,664252
277.5,664252
277.75,664252
278,664252
278.25,664252
278.5,664252
278.75,664252
279,664252
279.25,664252
279.5,664252
279.75,664252
280,664252
280.25,664252
280.5,664252
280.75,664252
281,664252
281.25,664252
281.5,664252
281.75,664252
282,664252
282.25,664252
282.5,664252
282.75,664252
283,664252
283.25,664252
283.5,664252
283.75,664252
284,664252
284.25,664252
284.5,664252
284.75,664252
285,664252
285.25,664252
285.5,664252
285.75,664252
286,664252
286.25,664252
286.5,664252
286.75,664252
287,664252
287.25,664252
287.5,664252
287.75,664252
288,664252
288.25,664252
288.5,664252
288.75,664252
289,664252
289.25,664252
289.5,664252
289.75,664252
290,664252
290.25,664252
290.5,664252
290.75,664252
291,664252
291.25,664252
291.5,664252
291.75,664252
292,664252
292.25,664252
292.5,664252
292.75,664252
293,664252
293.25,664252
293.5,664252
293.75,664252
294,664252
294.25,664252
294.5,664252
294.75,664252
295,664252
295.25,664252
295.5,664252
295.75,664252
296,664252
296.25,664252
296.5,664252
296.75,664252
297,664252
297.25,664252
297.5,664252
297.75,664252
298,664252
298.25,664252
298.5,664252
298.75,664252
299,664252
299.25,664252
299.5,664252
299.75,664252
300,664252
300.25,664252
300.5,664252
300.75,664252
301,664252
301.25,664252
301.5,664252
301.75,664252
302,664252
302.25,664252
302.5,664252
302.75,664252
303,664252
303.25,664252
303.5,664252
303.75,664252
304,664252
304.25,664252
304.5,664252
304.75,664252
305,664252
305.25,664252
305.5,664252
305.75,664252
306,664252
306.25,664252
306.5,664252
306.75,664252
307,664252
307.25,664252
307.5,664252
307.75,664252
308,664252
308.25,664252
308.5,664252
308.75,664252
309,664252
309.25,664252
309.5,664252
309.75,664252
310,664252
310.25,664252
310.5,664252
310.75,664252
311,664252
311.25,664252
311.5,664252
311.75,664252
312,664252
312.25,664252
312.5,664252
312.75,664252
313,664252
313.25,664252
313.5,664252
313.75,664252
314,664252
314.25,664252
314.5,664252
314.75,664252
315,664252
315.25,664252
315.5,664252
315.75,664252
316,664252
316.25,664252
316.5,664252
316.75,664252
317,664252
317.25,664252
317.5,664252
317.75,664252
318,664252
318.25,664252
318.5,664252
318.75,664252
319,664252
319.25,664252
319.5,664252
319.75,664252
320,664252
320.25,664252
320.5,664252
320.75,664252
321,664252
321.25,664252
321.5,664252
321.75,664252
322,664252
322.25,664252
322.5,664252
322.75,664252
323,664252
323.25,664252
323.5,664252
323.75,664252
324,664252
324.25,664252
324.5,664252
324.75,664252
325,664252
325.25,664252
325.5,664252
325.75,664252
326,664252
326.25,664252
326.5,664252
326.75,664252
327,664252
327.25,664252
327.5,664252
327.75,664252
328,664252
328.25,664252
328.5,664252
328.75,664252
329,664252
329.25,664252
329.5,664252
329.75,664252
330,664252
330.25,664252
330.5,664252
330.75,664252
331,664252
331.25,664252
331.5,664252
331.75,664252
332,664252
332.25,664252
332.5,664252
332.75,664252
333,664252
333.25,664252
333.5,664252
333.75,664252
334,664252
334.25,664252
334.5,664252
334.75,664252
335,664252
335.25,664252
335.5,664252
335.75,664252
336,664252
336.25,664252
336.5,664252
336.75,664252
337,664252
337.25,664252
337.5,664252
337.75,664252
338,664252
338.25,664252
338.5,664252
338.75,664252
339,664252
339.25,664252
339.5,664252
339.75,664252
340,664252
340.25,664252
340.5,664252
340.75,664252
341,664252
341.25,664252
341.5,664252
341.75,664252
342,664252
342.25,664252
342.5,664252
342.75,664252
343,664252
343.25,664252
343.5,664252
343.75,664252
344,664252
344.25,664252
344.5,664252
344.75,664252
345,664252
345.25,664252
345.5,664252
345.75,664252
346,664252
346.25,664252
346.5,664252
346.75,664252
347,664252
347.25,664252
347.5,664252
347.75,664252
348,664252
348.25,664252
348.5,664252
348.75,664252
349,664252
349.25,664252
349.5,664252
349.75,664252
350,664252
350.25,664252
350.5,664252
350.75,664252
351,664252
351.25,664252
351.5,664252
351.75,664252
352,664252
352.25,664252
352.5,664252
352.75,664252
353,664252
353.25,664252
353.5,664252
353.75,664252
354,664252
354.25,664252
354.5,664252
354.75,664252
355,664252
355.25,664252
355.5,664252
355.75,664252
356,664252
356.25,664252
356.5,664252
356.75,664252
357,664252
357.25,664252
357.5,664252
357.75,664252
358,664252
358.25,664252
358.5,664252
358.75,664252
359,664252
359.25,664252
359.5,664252
359.75,664252
360,664252
360.25,664252
360.5,664252
360.75,664252
361,664252
361.25,664252
361.5,664252
361.75,664252
362,664252
362.25,664252
362.5,664252
362.75,664252
363,664252
363.25,664252
363.5,664252
363.75,664252
364,664252
364.25,664252
364.5,664252
364.75,664252
365,664252
365.25,664252
365.5,664252
365.75,664252
366,664252
366.25,664252
366.5,664252
366.75,664252
367,664252
367.25,664252
367.5,664252
367.75,664252
368,664252
368.25,664252
368.5,664252
368.75,664252
369,664252
369.25,664252
369.5,664252
369.75,664252
370,664252
370.25,664252
370.5,664252
370.75,664252
371,664252
371.25,664252
371.5,664252
371.75,664252
372,664252
372.25,664252
372.5,664252
372.75,664252
373,664252
373.25,664252
373.5,664252
373.75,664252
374,664252
374.25,664252
374.5,664252
374.75,664252
375,664252
375.25,664252
375.5,664252
375.75,664252
376,664252
376.25,664252
376.5,664252
376.75,664252
377,664252
377.25,664252
377.5,664252
377.75,664252
378,664252
378.25,664252
378.5,664252
378.75,664252
379,664252
379.25,664252
379.5,664252
379.75,664252
380,664252
380.25,664252
380.5,664252
380.75,664252
381,664252
381.25,664252
381.5,664252
381.75,664252
382,664252
382.25,664252
382.5,664252
382.75,664252
383,664252
383.25,664252
383.5,664252
383.75,664252
384,664252
384.25,664252
384.5,664252
384.75,664252
385,664252
385.25,664252
385.5,664252
385.75,664252
386,664252
386.25,664252
386.5,664252
386.75,664252
387,664252
387.25,664252
387.5,664252
387.75,664252
388,664252
388.25,664252
388.5,664252
388.75,664252
389,664252
389.25,664252
389.5,664252
389.75,664252
390,664252
390.25,664252
390.5,664252
390.75,664252
391,664252
391.25,664252
391.5,664252
391.75,664252
392,664252
392.25,664252
392.5,664252
392.75,664252
393,664252
393.25,664252
393.5,664252
393.75,664252
394,664252
394.25,664252
394.5,664252
394.75,664252
395,664252
395.25,664252
395.5,664252
395.75,664252
396,664252
396.25,664252
396.5,664252
396.75,664252
397,664252
397.25,664252
397.5,664252
397.75,664252
398,664252
398.25,664252
398.5,664252
398.75,664252
399,664252
399.25,664252
399.5,664252
399.75,664252
