Time,num_cases
336.25,445330
336.5,445330
336.75,445330
337,445330
337.25,445330
337.5,445330
337.75,445330
338,445330
338.25,445330
338.5,445330
338.75,445330
339,445330
339.25,445330
339.5,445330
339.75,445330
340,445330
340.25,445330
340.5,445330
340.75,445330
341,445330
341.25,445330
341.5,445330
341.75,445330
342,445330
342.25,445330
342.5,445330
342.75,445330
343,445330
343.25,445330
343.5,445330
343.75,445330
344,445330
344.25,445330
344.5,445330
344.75,445330
345,445330
345.25,445330
345.5,445330
345.75,445330
346,445330
346.25,445330
346.5,445330
346.75,445330
347,445330
347.25,445330
347.5,445330
347.75,445330
348,445330
348.25,445330
348.5,445330
348.75,445330
349,445330
349.25,445330
349.5,445330
349.75,445330
350,445330
350.25,445330
350.5,445330
350.75,445330
351,445330
351.25,445330
351.5,445330
351.75,445330
352,445330
352.25,445330
352.5,445330
352.75,445330
353,445330
353.25,445330
353.5,445330
353.75,445330
354,445330
354.25,445330
354.5,445330
354.75,445330
355,445330
355.25,445330
355.5,445330
355.75,445330
356,445330
356.25,445330
356.5,445330
356.75,445330
357,445330
357.25,445330
357.5,445330
357.75,445330
358,445330
358.25,445330
358.5,445330
358.75,445330
359,445330
359.25,445330
359.5,445330
359.75,445330
360,445330
360.25,445330
360.5,445330
360.75,445330
361,445330
361.25,445330
361.5,445330
361.75,445330
362,445330
362.25,445330
362.5,445330
362.75,445330
363,445330
363.25,445330
363.5,445330
363.75,445330
364,445330
364.25,445330
364.5,445330
364.75,445330
365,445330
365.25,445330
365.5,445330
365.75,445330
366,445330
366.25,445330
366.5,445330
366.75,445330
367,445330
367.25,445330
367.5,445330
367.75,445330
368,445330
368.25,445330
368.5,445330
368.75,445330
369,445330
369.25,445330
369.5,445330
369.75,445330
370,445330
370.25,445330
370.5,445330
370.75,445330
371,445330
371.25,445330
371.5,445330
371.75,445330
372,445330
372.25,445330
372.5,445330
372.75,445330
373,445330
373.25,445330
373.5,445330
373.75,445330
374,445330
374.25,445330
374.5,445330
374.75,445330
375,445330
375.25,445330
375.5,445330
375.75,445330
376,445330
376.25,445330
376.5,445330
376.75,445330
377,445330
377.25,445330
377.5,445330
377.75,445330
378,445330
378.25,445330
378.5,445330
378.75,445330
379,445330
379.25,445330
379.5,445330
379.75,445330
380,445330
380.25,445330
380.5,445330
380.75,445330
381,445330
381.25,445330
381.5,445330
381.75,445330
382,445330
382.25,445330
382.5,445330
382.75,445330
383,445330
383.25,445330
383.5,445330
383.75,445330
384,445330
384.25,445330
384.5,445330
384.75,445330
385,445330
385.25,445330
385.5,445330
385.75,445330
386,445330
386.25,445330
386.5,445330
386.75,445330
387,445330
387.25,445330
387.5,445330
387.75,445330
388,445330
388.25,445330
388.5,445330
388.75,445330
389,445330
389.25,445330
389.5,445330
389.75,445330
390,445330
390.25,445330
390.5,445330
390.75,445330
391,445330
391.25,445330
391.5,445330
391.75,445330
392,445330
392.25,445330
392.5,445330
392.75,445330
393,445330
393.25,445330
393.5,445330
393.75,445330
394,445330
394.25,445330
394.5,445330
394.75,445330
395,445330
395.25,445330
395.5,445330
395.75,445330
396,445330
396.25,445330
396.5,445330
396.75,445330
397,445330
397.25,445330
397.5,445330
397.75,445330
398,445330
398.25,445330
398.5,445330
398.75,445330
399,445330
399.25,445330
399.5,445330
399.75,445330
400,445330
400.25,445330
400.5,445330
400.75,445330
401,445330
401.25,445330
401.5,445330
401.75,445330
402,445330
402.25,445330
402.5,445330
402.75,445330
403,445330
403.25,445330
403.5,445330
403.75,445330
404,445330
404.25,445330
404.5,445330
404.75,445330
405,445330
405.25,445330
405.5,445330
405.75,445330
406,445330
406.25,445330
406.5,445330
406.75,445330
407,445330
407.25,445330
407.5,445330
407.75,445330
408,445330
408.25,445330
408.5,445330
408.75,445330
409,445330
409.25,445330
409.5,445330
409.75,445330
410,445330
410.25,445330
410.5,445330
410.75,445330
411,445330
411.25,445330
411.5,445330
411.75,445330
412,445330
412.25,445330
412.5,445330
412.75,445330
413,445330
413.25,445330
413.5,445330
413.75,445330
414,445330
414.25,445330
414.5,445330
414.75,445330
415,445330
415.25,445330
415.5,445330
415.75,445330
416,445330
416.25,445330
416.5,445330
416.75,445330
417,445330
417.25,445330
417.5,445330
417.75,445330
418,445330
418.25,445330
418.5,445330
418.75,445330
419,445330
419.25,445330
419.5,445330
419.75,445330
420,445330
420.25,445330
420.5,445330
420.75,445330
421,445330
421.25,445330
421.5,445330
421.75,445330
422,445330
422.25,445330
422.5,445330
422.75,445330
423,445330
423.25,445330
423.5,445330
423.75,445330
424,445330
424.25,445330
424.5,445330
424.75,445330
425,445330
425.25,445330
425.5,445330
425.75,445330
426,445330
426.25,445330
426.5,445330
426.75,445330
427,445330
427.25,445330
427.5,445330
427.75,445330
428,445330
428.25,445330
428.5,445330
428.75,445330
429,445330
429.25,445330
429.5,445330
429.75,445330
430,445330
430.25,445330
430.5,445330
430.75,445330
431,445330
431.25,445330
431.5,445330
431.75,445330
432,445330
432.25,445330
432.5,445330
432.75,445330
433,445330
433.25,445330
433.5,445330
433.75,445330
434,445330
434.25,445330
434.5,445330
434.75,445330
435,445330
435.25,445330
435.5,445330
435.75,445330
436,445330
436.25,445330
436.5,445330
436.75,445330
437,445330
437.25,445330
437.5,445330
437.75,445330
438,445330
438.25,445330
438.5,445330
438.75,445330
439,445330
439.25,445330
439.5,445330
439.75,445330
440,445330
440.25,445330
440.5,445330
440.75,445330
441,445330
441.25,445330
441.5,445330
441.75,445330
442,445330
442.25,445330
442.5,445330
442.75,445330
443,445330
443.25,445330
443.5,445330
443.75,445330
444,445330
444.25,445330
444.5,445330
444.75,445330
445,445330
445.25,445330
445.5,445330
445.75,445330
446,445330
446.25,445330
446.5,445330
446.75,445330
447,445330
447.25,445330
447.5,445330
447.75,445330
448,445330
448.25,445330
448.5,445330
448.75,445330
449,445330
449.25,445330
449.5,445330
449.75,445330
450,445330
450.25,445330
450.5,445330
450.75,445330
451,445330
451.25,445330
451.5,445330
