Time,total_fraction_lambda_W
0,-nan
0.25,-nan
0.5,-nan
0.75,-nan
1,-nan
377.25,0.0688783
377.5,0.0295108
377.75,0.0541734
378,0.0383757
378.25,0.0280618
378.5,0.108467
378.75,0.0186038
379,0.0161823
379.25,0.0017134
379.5,0.0321628
379.75,0.0524406
380,0.0475503
380.25,0.215305
380.5,0.0108483
380.75,0.0204041
381,0.037122
381.25,0.0199417
381.5,0.0390232
381.75,0.0456753
382,0.0941002
382.25,0.00298223
382.5,0.101314
382.75,0.0457191
383,0.0592642
383.25,0.139884
383.5,0.00548457
383.75,0.00625702
384,0.00937205
384.25,0.0262179
384.5,0.0924429
384.75,0.0880243
385,0.00659367
385.25,0.148057
385.5,0.0480669
385.75,0.0106025
386,0.0952578
386.25,0.0132747
386.5,0.0124024
386.75,0.00532212
387,0.0276368
387.25,0.0228882
387.5,0.0160566
387.75,0.0331526
388,0.0710816
388.25,0.00307896
388.5,0.0161517
388.75,0.00271656
389,0.0294834
389.25,0.00584492
389.5,0.00876941
389.75,0.00712008
390,0.0047439
390.25,0.99539
390.5,0.00567795
390.75,0.086157
391,0.0712513
391.25,0.157226
391.5,0.0328942
391.75,0.191126
392,0.436264
392.25,0.185372
392.5,0.289238
392.75,0.036662
393,0.00737736
393.25,0.00168043
393.5,0.341968
393.75,0.0284389
394,0.00152451
394.25,0.0226428
394.5,0.00125738
394.75,0.0464736
395,0.211265
395.25,0.00650158
395.5,0.0349476
395.75,0.0174983
396,0.0379485
396.25,0.515531
396.5,0.147293
396.75,0.094712
397,0.0568964
397.25,0.0108165
397.5,0.00478334
397.75,0.0371945
398,0.0113133
398.25,0.00516679
398.5,0.00406676
398.75,0.0187119
399,0.228647
399.25,0.00439838
399.5,0.0241723
399.75,0.0150524
400,0.0562544
400.25,0.998339
400.5,0.139665
400.75,0.00117293
401,0.000757907
401.25,0.0770825
401.5,0
401.75,0.00471884
402,0.0510281
402.25,0.00551283
402.5,0.00471012
402.75,0.862733
403,0.00146377
403.25,0.00546909
403.5,0.0151444
403.75,0.0154951
404,0.000792852
404.25,0.0277903
404.5,0.00747922
404.75,0.00722823
405,0.41203
405.25,0.0402524
405.5,0.0840976
405.75,0.0199975
406,0.115359
406.25,0.0191128
406.5,0.0335866
406.75,0.0368826
407,0.00638761
407.25,0.0516288
407.5,0.0142896
407.75,0.0229202
408,0.125163
408.25,0.666951
408.5,0.00290521
408.75,0.689331
409,0.0123725
409.25,0.174834
409.5,0.204089
409.75,0.132265
410,0.0366926
410.25,0.0124217
410.5,0.0442914
410.75,0.0282302
411,0.0771306
411.25,0
411.5,0.0556779
411.75,0.0340449
412,0.0212944
412.25,0.999647
412.5,0.000158702
412.75,0.99956
413,0
413.25,0.000225676
413.5,0
413.75,0.0197533
414,0.011381
414.25,0.0261054
414.5,0.00272741
414.75,0.382708
415,0.19036
415.25,0.0421573
415.5,0.0421261
415.75,0.0124035
416,0.0139973
416.25,0.181379
416.5,0.00599478
416.75,0.0143547
417,0.0851917
417.25,0.00865253
417.5,0.999926
417.75,0
418,0.0142892
418.25,0.0257555
418.5,0.0951404
418.75,0.0219996
419,0.0103467
419.25,0.253342
419.5,0.0216186
419.75,0.183453
420,0.999735
420.25,0.000284651
420.5,0.0423616
420.75,0.0603703
421,0.0154152
421.25,0.0106526
421.5,0.000547718
421.75,0.0209088
422,0.0102261
422.25,0.0741838
422.5,0.00312596
422.75,0.190414
423,0
423.25,0.999775
423.5,0.0371506
423.75,0.0796646
424,0.0178786
424.25,0.258558
424.5,0.0164959
424.75,0.00189377
425,0.00558918
425.25,0.999849
425.5,0.022416
425.75,0.0456843
426,0.00385177
426.25,0
426.5,0.139415
426.75,0.0453483
427,0.070173
427.25,0.0591165
427.5,0.327606
427.75,0.253512
428,0.999099
428.25,0.0551827
428.5,0.000317983
428.75,0
429,0.0173817
429.25,0.0422023
429.5,0.99962
429.75,0.0182794
430,0.0316534
430.25,0.0101098
430.5,0.999687
430.75,0.134833
431,0.0384368
431.25,0
431.5,0.101615
431.75,0.0906464
432,0.117639
432.25,0.628172
432.5,0.940947
432.75,0
433,0.00584928
433.25,0.998928
433.5,0.00414031
433.75,0.00332007
434,0.0029857
434.25,0.995609
434.5,0.00510564
434.75,0.00851344
435,0.998222
435.25,0.998803
435.5,0.266037
435.75,0.999724
436,0.035959
436.25,0.0121062
436.5,0.0101144
436.75,0.0439999
437,0.226203
437.25,0.629913
437.5,0.00448994
437.75,0.999734
438,0.0373343
438.25,0.00824085
438.5,0.420457
438.75,0
439,0.00867406
439.25,0.0639799
439.5,0.99948
439.75,0.0454359
440,0.443019
440.25,0.0625198
440.5,0.000392584
440.75,0.0834311
441,0.0767653
441.25,-nan
441.5,0.000135569
441.75,0.050781
442,0.992476
442.25,0.0530267
442.5,0
442.75,0.305953
443,0
443.25,0.738157
443.5,0.0627584
443.75,0.999978
444,0.059661
444.25,-nan
444.5,0
444.75,0.0534763
445,0.000468682
445.25,0.0462121
445.5,0.155418
445.75,0.0032399
446,0.195307
446.25,0.0259412
446.5,0
446.75,0.0665441
447,0.999834
447.25,0.00466882
447.5,-nan
447.75,0.376053
448,0.199432
448.25,0.12817
448.5,0.0441923
448.75,0.605467
449,0
449.25,0.0110323
449.5,0
449.75,-nan
450,0
450.25,0.0607541
450.5,0.00531465
450.75,0.0828592
451,0.0125974
451.25,0.017084
451.5,0.99997
451.75,0.115194
452,0.999761
452.25,0.296858
452.5,0.999158
452.75,0.032772
453,0
453.25,0.0490097
453.5,0.102977
453.75,0.242521
454,0
454.25,-nan
454.5,0.99954
454.75,0.0180951
455,0.0422517
455.25,0.860967
455.5,0.338375
455.75,0.0482653
456,0.00976156
456.25,0.00776236
456.5,0.0645502
456.75,0.0102816
457,0
457.25,0.0201134
457.5,0.00316466
457.75,0
458,0
458.25,0.00518861
458.5,0.0182938
458.75,0.00301965
459,0.996457
459.25,0.00390801
459.5,0.0364713
459.75,0
460,0.999392
460.25,0.00686024
460.5,0.0411085
460.75,0.999745
461,0
461.25,-nan
461.5,0.998174
461.75,0
462,0.000854049
462.25,0.0148443
462.5,0.0931079
462.75,0.0574557
463,0.00382334
463.25,0.000430021
463.5,0
463.75,0.0441956
464,0.999329
464.25,0.0294676
464.5,0.00732046
464.75,0.00596459
465,0.999833
465.25,0.0215549
465.5,-nan
465.75,0.999632
466,0
466.25,0
466.5,-nan
466.75,0
467,0
467.25,0
467.5,0.99709
467.75,0.000171341
468,0
468.25,0.997327
468.5,0
468.75,0.00368759
469,0.0121712
469.25,0.0286023
469.5,0.00311864
469.75,-nan
470,0.999638
470.25,0.999928
470.5,0.139036
470.75,0.999811
471,0.0678585
471.25,0
471.5,0
471.75,0
472,-nan
472.25,0.00245465
472.5,0
472.75,0.000949263
473,0
473.25,0.99984
473.5,-nan
473.75,0.0780266
474,0.0152794
474.25,0
474.5,0.109518
474.75,0.40741
475,0.0546056
475.25,0.106688
475.5,-nan
475.75,-nan
476,0.999804
476.25,0.0748187
476.5,0
476.75,0
477,0.999774
477.25,0.999476
477.5,0
477.75,0.0335136
478,-nan
478.25,0
478.5,0
478.75,-nan
479,0.0312246
479.25,0.00896029
479.5,-nan
479.75,0.999904
480,0.031889
480.25,0.999986
480.5,0.0901073
480.75,0
481,-nan
481.25,0
481.5,0
481.75,-nan
482,0.0111265
482.25,-nan
482.5,-nan
482.75,-nan
483,0
483.25,-nan
483.5,0.999471
483.75,0.00398171
484,-nan
484.25,0.999942
484.5,0.345246
484.75,0.997851
485,0.507489
485.25,0.345738
485.5,0
485.75,-nan
486,0
486.25,0
486.5,-nan
486.75,0
487,-nan
487.25,-nan
487.5,0
487.75,-nan
488,0.000576994
488.25,0.00660723
488.5,-nan
488.75,0.999766
489,0.00798192
489.25,0.999871
489.5,0.0251588
489.75,-nan
490,0.998631
490.25,-nan
490.5,0.998785
490.75,-nan
491,0.00373494
491.25,-nan
491.5,0
491.75,0.00222093
492,0
492.25,0.00489294
492.5,0.999934
492.75,0.997968
493,0
493.25,0.885286
493.5,0.999859
493.75,0.0196842
494,0.999937
494.25,0.999863
494.5,0.0192014
494.75,0.051461
495,0.999984
495.25,0.999939
495.5,0.999624
495.75,0.999966
496,0.00478371
496.25,0
496.5,-nan
496.75,0.997442
497,0.614042
497.25,0.999893
497.5,0.999607
497.75,0.0125464
498,0.999888
498.25,0
498.5,0.999807
498.75,-nan
499,0.040104
499.25,0.0473875
499.5,-nan
499.75,0.0826193
500,0.00577128
500.25,0.033596
500.5,0.0276536
500.75,0.999793
501,0.999807
501.25,0.999983
501.5,0.00188259
501.75,0.00366108
502,0.999607
502.25,0.0764297
502.5,0.120761
502.75,0.0647547
503,0.0157191
503.25,0.000647421
503.5,0
503.75,0.0594235
504,0
504.25,0.00820471
504.5,0.0516913
504.75,0.00809261
505,0.0370307
505.25,0.0253128
505.5,0
505.75,0.0430743
506,0.999761
506.25,0.00722226
506.5,0.995452
506.75,0.999661
507,0
507.25,0.00013123
507.5,0.147886
507.75,0.00501941
508,0.025131
508.25,0.0620173
508.5,0.00601383
508.75,0.182182
509,0
509.25,0.309376
509.5,0.168311
509.75,0
510,0.439593
510.25,0.368674
510.5,0.194633
510.75,0.0504432
511,0.00104311
511.25,0.99978
511.5,0.0964102
511.75,0
512,0.0517507
512.25,0.235151
512.5,0
512.75,0.249888
513,0.183514
513.25,0.0464062
513.5,0.00832879
513.75,0.00956406
514,0.652634
514.25,0.0586996
514.5,0.999738
514.75,0.0718044
515,0.117125
515.25,0.0283183
515.5,0.233787
515.75,0.0646996
516,0.202038
516.25,0.0195667
516.5,0.000827206
516.75,-nan
517,0.999746
517.25,0.149091
517.5,0.101316
517.75,0.0382642
518,0.0890111
518.25,0.416122
518.5,0
518.75,0.122627
519,0.438206
519.25,0.430819
519.5,0.0211945
519.75,0.0299528
520,0.0459451
520.25,0.000287661
520.5,0.134993
520.75,0.0492924
521,0.0617942
521.25,0.519399
521.5,0
521.75,0.588133
522,0.999976
522.25,0.0446227
522.5,0.0119799
522.75,0.00453703
523,0.999812
523.25,0.0246927
523.5,0.162633
523.75,0.108485
524,0.99993
524.25,0.999917
524.5,0.0769773
524.75,0.128584
525,0.00778154
525.25,0
525.5,0.0552147
525.75,0.175372
526,0.0402189
526.25,0.53615
526.5,0.999864
526.75,0.999866
527,-nan
527.25,0.999239
527.5,0.0611896
527.75,0
528,0.00761788
528.25,0.00165073
528.5,0.00411555
528.75,0.00625346
529,0.1821
529.25,-nan
529.5,0.0132624
529.75,0
530,0.999985
530.25,0.0210515
530.5,0.0179
530.75,0.0302334
531,0.00300438
531.25,0.231332
531.5,0.0994374
531.75,0.00877027
532,-nan
532.25,0.00340611
532.5,0
532.75,0
533,0.0048185
533.25,0.16614
533.5,0
533.75,0.999894
534,0.0207519
534.25,0.0992502
534.5,0.998885
534.75,0
535,0.014227
535.25,0.00195784
535.5,-nan
535.75,0.00080687
536,0.999259
536.25,0.0486845
536.5,0.00316942
536.75,0.999276
537,0
537.25,-nan
537.5,0.99986
537.75,0.0373002
538,-nan
538.25,0
538.5,0.999447
538.75,0.00754631
539,-nan
539.25,0.0440432
539.5,0.999896
539.75,0.111235
540,-nan
540.25,0.0117925
540.5,0.99974
540.75,0.0244912
541,0.00252225
541.25,0.999072
541.5,0.998148
541.75,0.201302
542,0
542.25,0.00166235
542.5,0.999324
542.75,0
543,0
543.25,0
543.5,-nan
543.75,-nan
544,0.99961
544.25,-nan
544.5,0.00122133
544.75,0
545,0.999973
545.25,0
545.5,-nan
545.75,0.00200259
546,-nan
546.25,-nan
546.5,-nan
546.75,-nan
547,-nan
547.25,0
547.5,0.00085859
547.75,0.1249
548,-nan
548.25,0.00300117
548.5,0.000267433
548.75,0
549,0.00215783
549.25,0.999972
549.5,0.052044
549.75,0
550,0
550.25,0.999953
550.5,-nan
550.75,0.929814
551,0.000702975
551.25,-nan
551.5,0
551.75,0.00120693
552,0.999864
552.25,0
552.5,-nan
552.75,0
553,0
553.25,-nan
553.5,-nan
553.75,0
554,0
554.25,0
554.5,0
554.75,0.999973
555,0.999997
555.25,0.0142821
555.5,0.0806621
555.75,0.999508
556,0.0189526
556.25,0.999953
556.5,0.99995
556.75,0
557,-nan
557.25,0.295549
557.5,-nan
557.75,-nan
558,0.999861
558.25,0
558.5,0.00148219
558.75,0
559,-nan
559.25,-nan
559.5,0.0812663
559.75,0
560,-nan
560.25,-nan
560.5,-nan
560.75,-nan
561,0.999604
561.25,0
561.5,0
561.75,0.999603
562,0
562.25,0
562.5,0
562.75,-nan
563,0.000566105
563.25,0
563.5,-nan
563.75,0.0274253
564,-nan
564.25,0.999658
564.5,0
564.75,0.999547
565,0.010068
565.25,0.999436
565.5,0.99882
565.75,0.999807
566,-nan
566.25,0.999934
566.5,0
566.75,-nan
567,0.999768
567.25,0
567.5,0
567.75,0
568,-nan
568.25,-nan
568.5,0
568.75,0
569,0.0472139
569.25,0.999689
569.5,0.0742644
569.75,0
570,0.00249411
570.25,0.999542
570.5,0
570.75,-nan
571,-nan
571.25,-nan
571.5,-nan
571.75,0
572,0
572.25,0
572.5,0
572.75,0
573,0
573.25,-nan
573.5,-nan
573.75,0.0072375
574,0.000692127
574.25,0.998542
574.5,0.999756
574.75,0.00789356
575,0.00164217
575.25,0.00790142
575.5,-nan
575.75,-nan
576,-nan
576.25,0
576.5,-nan
576.75,0.996641
577,-nan
577.25,0
577.5,-nan
577.75,0.999977
578,-nan
578.25,-nan
578.5,0
578.75,0.00318828
579,0.998854
579.25,0.00179726
579.5,0
579.75,-nan
580,0
580.25,-nan
580.5,0
580.75,-nan
581,-nan
581.25,0.999444
581.5,0
581.75,0
582,0
582.25,-nan
582.5,-nan
582.75,-nan
583,-nan
583.25,-nan
583.5,-nan
583.75,-nan
584,-nan
584.25,-nan
584.5,-nan
584.75,-nan
585,-nan
585.25,-nan
585.5,0
585.75,-nan
586,-nan
586.25,-nan
586.5,0.086455
586.75,-nan
587,-nan
587.25,-nan
587.5,-nan
587.75,-nan
588,-nan
588.25,-nan
588.5,-nan
588.75,-nan
589,0.00621455
589.25,0.0579861
589.5,-nan
589.75,-nan
590,-nan
590.25,-nan
590.5,-nan
590.75,-nan
591,-nan
591.25,-nan
591.5,-nan
591.75,-nan
592,-nan
592.25,-nan
592.5,-nan
592.75,-nan
593,-nan
593.25,-nan
593.5,-nan
593.75,-nan
594,-nan
594.25,-nan
594.5,-nan
594.75,-nan
595,-nan
595.25,-nan
595.5,-nan
595.75,0.999981
596,-nan
596.25,0.999988
596.5,0
596.75,0.999978
597,0.999994
597.25,0.999998
597.5,-nan
597.75,-nan
598,-nan
598.25,-nan
598.5,-nan
598.75,-nan
599,0.0368937
599.25,-nan
599.5,-nan
599.75,-nan
