Time,num_recovered
350.75,9605
351,9605
351.25,9605
351.5,9605
351.75,9605
352,9605
352.25,9605
352.5,9605
352.75,9605
353,9605
353.25,9605
353.5,9605
353.75,9605
354,9605
354.25,9605
354.5,9605
354.75,9605
355,9605
355.25,9605
355.5,9605
355.75,9605
356,9605
356.25,9605
356.5,9605
356.75,9605
357,9605
357.25,9605
357.5,9605
357.75,9605
358,9605
358.25,9605
358.5,9605
358.75,9605
359,9605
359.25,9605
359.5,9605
359.75,9605
360,9605
360.25,9605
360.5,9605
360.75,9605
361,9605
361.25,9605
361.5,9605
361.75,9605
362,9605
362.25,9605
362.5,9605
362.75,9605
363,9605
363.25,9605
363.5,9605
363.75,9605
364,9605
364.25,9605
364.5,9605
364.75,9605
365,9605
365.25,9605
365.5,9605
365.75,9605
366,9605
366.25,9605
366.5,9605
366.75,9605
367,9605
367.25,9605
367.5,9605
367.75,9605
368,9605
368.25,9605
368.5,9605
368.75,9605
369,9605
369.25,9605
369.5,9605
369.75,9605
370,9605
370.25,9605
370.5,9605
370.75,9605
371,9605
371.25,9605
371.5,9605
371.75,9605
372,9605
372.25,9605
372.5,9605
372.75,9605
373,9605
373.25,9605
373.5,9605
373.75,9605
374,9605
374.25,9605
374.5,9605
374.75,9605
375,9605
375.25,9605
375.5,9605
375.75,9605
376,9605
376.25,9605
376.5,9605
376.75,9605
377,9605
377.25,9605
377.5,9605
377.75,9605
378,9605
378.25,9605
378.5,9605
378.75,9605
379,9605
379.25,9605
379.5,9605
379.75,9605
380,9605
380.25,9605
380.5,9605
380.75,9605
381,9605
381.25,9605
381.5,9605
381.75,9605
382,9605
382.25,9605
382.5,9605
382.75,9605
383,9605
383.25,9605
383.5,9605
383.75,9605
384,9605
384.25,9605
384.5,9605
384.75,9605
385,9605
385.25,9605
385.5,9605
385.75,9605
386,9605
386.25,9605
386.5,9605
386.75,9605
387,9605
387.25,9605
387.5,9605
387.75,9605
388,9605
388.25,9605
388.5,9605
388.75,9605
389,9605
389.25,9605
389.5,9605
389.75,9605
390,9605
390.25,9605
390.5,9605
390.75,9605
391,9605
391.25,9605
