Time,num_recovered
368.75,571785
369,571785
369.25,571785
369.5,571785
369.75,571785
370,571785
370.25,571785
370.5,571785
370.75,571785
371,571785
371.25,571785
371.5,571785
371.75,571785
372,571785
372.25,571785
372.5,571785
372.75,571785
373,571785
373.25,571785
373.5,571785
373.75,571785
374,571785
374.25,571785
374.5,571785
374.75,571785
375,571785
375.25,571785
375.5,571785
375.75,571785
376,571785
376.25,571785
376.5,571785
376.75,571785
377,571785
377.25,571785
377.5,571785
377.75,571785
378,571785
378.25,571785
378.5,571785
378.75,571785
379,571785
379.25,571785
379.5,571785
379.75,571785
380,571785
380.25,571785
380.5,571785
380.75,571785
381,571785
381.25,571785
381.5,571785
381.75,571785
382,571785
382.25,571785
382.5,571785
382.75,571785
383,571785
383.25,571785
383.5,571785
383.75,571785
384,571785
384.25,571785
384.5,571785
384.75,571785
385,571785
385.25,571785
385.5,571785
385.75,571785
386,571785
386.25,571785
386.5,571785
386.75,571785
387,571785
387.25,571785
387.5,571785
387.75,571785
388,571785
388.25,571785
388.5,571785
388.75,571785
389,571785
389.25,571785
389.5,571785
389.75,571785
390,571785
390.25,571785
390.5,571785
390.75,571785
391,571785
391.25,571785
391.5,571785
391.75,571785
392,571785
392.25,571785
392.5,571785
392.75,571785
393,571785
393.25,571785
393.5,571785
393.75,571785
394,571785
394.25,571785
394.5,571785
394.75,571785
395,571785
395.25,571785
395.5,571785
395.75,571785
396,571785
396.25,571785
396.5,571785
396.75,571785
397,571785
397.25,571785
397.5,571785
397.75,571785
398,571785
398.25,571785
398.5,571785
398.75,571785
399,571785
399.25,571785
399.5,571785
399.75,571785
400,571785
400.25,571785
400.5,571785
400.75,571785
401,571785
401.25,571785
401.5,571785
401.75,571785
402,571785
402.25,571785
402.5,571785
402.75,571785
403,571785
403.25,571785
403.5,571785
403.75,571785
404,571785
404.25,571785
404.5,571785
404.75,571785
405,571785
405.25,571785
405.5,571785
405.75,571785
406,571785
406.25,571785
406.5,571785
406.75,571785
407,571785
407.25,571785
407.5,571785
407.75,571785
408,571785
408.25,571785
408.5,571785
408.75,571785
409,571785
409.25,571785
409.5,571785
409.75,571785
410,571785
410.25,571785
410.5,571785
410.75,571785
411,571785
411.25,571785
411.5,571785
411.75,571785
412,571785
412.25,571785
412.5,571785
412.75,571785
413,571785
413.25,571785
413.5,571785
413.75,571785
414,571785
414.25,571785
414.5,571785
414.75,571785
415,571785
415.25,571785
415.5,571785
415.75,571785
416,571785
416.25,571785
416.5,571785
416.75,571785
417,571785
417.25,571785
417.5,571785
417.75,571785
418,571785
418.25,571785
418.5,571785
418.75,571785
419,571785
419.25,571785
419.5,571785
419.75,571785
420,571785
420.25,571785
420.5,571785
420.75,571785
421,571785
421.25,571785
421.5,571785
421.75,571785
422,571785
422.25,571785
422.5,571785
422.75,571785
423,571785
423.25,571785
423.5,571785
423.75,571785
424,571785
424.25,571785
424.5,571785
424.75,571785
425,571785
425.25,571785
425.5,571785
425.75,571785
426,571785
426.25,571785
426.5,571785
426.75,571785
427,571785
427.25,571785
427.5,571785
427.75,571785
428,571785
428.25,571785
428.5,571785
428.75,571785
429,571785
429.25,571785
429.5,571785
429.75,571785
430,571785
430.25,571785
430.5,571785
430.75,571785
431,571785
431.25,571785
431.5,571785
431.75,571785
432,571785
432.25,571785
432.5,571785
432.75,571785
433,571785
433.25,571785
433.5,571785
433.75,571785
434,571785
434.25,571785
434.5,571785
434.75,571785
435,571785
435.25,571785
435.5,571785
435.75,571785
436,571785
